year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrigation
2021,3,7,10,1,47,0.21,0.59,0.48,0.12,0.03,FALSE
2021,3,7,10,2,47,0.21,0.57,0.48,0.12,0.03,FALSE
2021,3,7,10,3,47,0.2,0.51,0.48,0.12,0.03,FALSE
2021,3,7,10,4,47,0.21,0.55,0.48,0.12,0.04,FALSE
2021,3,7,10,5,47,0.21,0.58,0.48,0.12,0.03,FALSE
2021,3,7,10,6,47,0.23,0.6,0.48,0.12,0.03,FALSE
2021,3,7,10,7,47,0.2,0.62,0.48,0.13,0.03,FALSE
2021,3,7,10,8,47,0.2,0.61,0.48,0.13,0.03,FALSE
2021,3,7,10,9,47,0.21,0.64,0.48,0.13,0.03,FALSE
2021,3,7,10,10,47,0.21,0.62,0.48,0.13,0.03,FALSE
2021,3,7,10,11,47,0.2,0.62,0.48,0.13,0.03,FALSE
2021,3,7,10,12,48,0.2,0.61,0.48,0.13,0.03,FALSE
2021,3,7,10,13,48,0.2,0.61,0.48,0.13,0.03,FALSE
2021,3,7,10,14,48,0.2,0.56,0.48,0.12,0.03,FALSE
