year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrigation
2015,3,7,1,32,21,0.21,0.34,0.31,0.11,0.02,FALSE
2015,3,7,1,33,21,0.21,0.4,0.31,0.11,0.02,FALSE
2015,3,7,1,34,21,0.21,0.37,0.32,0.11,0.02,FALSE
2015,3,7,1,35,21,0.21,0.38,0.31,0.1,0.02,FALSE
2015,3,7,1,36,21,0.21,0.37,0.32,0.11,0.02,FALSE
2015,3,7,1,37,21,0.21,0.37,0.32,0.11,0.02,FALSE
2015,3,7,1,38,21,0.2,0.39,0.32,0.11,0.02,FALSE
2015,3,7,1,39,21,0.21,0.37,0.32,0.11,0.02,FALSE
2015,3,7,1,40,22,0.2,0.38,0.31,0.11,0.02,FALSE
2015,3,7,1,41,22,0.2,0.41,0.34,0.13,0.03,FALSE
2015,3,7,1,42,22,0.2,0.39,0.31,0.11,0.02,FALSE
2015,3,7,1,43,22,0.2,0.39,0.31,0.11,0.02,FALSE
2015,3,7,1,44,22,0.21,0.38,0.32,0.11,0.02,FALSE
2015,3,7,1,45,22,0.2,0.38,0.31,0.11,0.02,FALSE
2015,3,7,1,46,22,0.21,0.38,0.31,0.11,0.02,FALSE
2015,3,7,1,47,22,0.21,0.39,0.31,0.11,0.02,FALSE
2015,3,7,1,48,22,0.21,0.39,0.32,0.11,0.02,FALSE
2015,3,7,1,49,22,0.21,0.4,0.32,0.11,0.02,FALSE
2015,3,7,1,50,22,0.21,0.39,0.31,0.11,0.02,FALSE
2015,3,7,1,51,22,0.21,0.38,0.31,0.11,0.02,FALSE
2015,3,7,1,52,22,0.21,0.39,0.31,0.11,0.02,FALSE
2015,3,7,1,53,22,0.21,0.39,0.31,0.11,0.02,FALSE
2015,3,7,1,54,22,0.21,0.39,0.32,0.11,0.02,FALSE
2015,3,7,1,55,22,0.21,0.34,0.32,0.11,0.02,FALSE
2015,3,7,1,56,22,0.21,0.34,0.32,0.11,0.02,FALSE
2015,3,7,1,57,22,0.21,0.34,0.32,0.11,0.02,FALSE
2015,3,7,1,58,22,0.21,0.35,0.31,0.11,0.02,FALSE
2015,3,7,1,59,22,0.21,0.37,0.31,0.11,0.02,FALSE
2015,3,7,2,0,23,0.21,0.39,0.31,0.11,0.02,FALSE
2015,3,7,2,1,23,0.2,0.4,0.31,0.11,0.03,FALSE
2015,3,7,2,2,23,0.21,0.38,0.34,0.13,0.04,FALSE
2015,3,7,2,3,23,0.2,0.4,0.32,0.11,0.02,FALSE
2015,3,7,2,4,23,0.21,0.39,0.31,0.11,0.02,FALSE
2015,3,7,2,5,23,0.21,0.36,0.31,0.11,0.02,FALSE
2015,3,7,2,6,23,0.2,0.39,0.31,0.11,0.02,FALSE
2015,3,7,2,7,23,0.2,0.36,0.32,0.11,0.02,FALSE
2015,3,7,2,8,23,0.2,0.39,0.31,0.11,0.02,FALSE
2015,3,7,2,9,23,0.2,0.39,0.32,0.11,0.02,FALSE
2015,3,7,2,10,23,0.2,0.39,0.32,0.12,0.02,FALSE
2015,3,7,2,11,23,0.2,0.36,0.32,0.13,0.02,FALSE
2015,3,7,2,12,23,0.2,0.38,0.32,0.12,0.02,FALSE
2015,3,7,2,13,23,0.22,0.37,0.33,0.13,0.03,FALSE
2015,3,7,2,14,23,0.2,0.4,0.32,0.11,0.02,FALSE
