year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrigation
2022,3,7,10,48,49,0.21,0.59,0.48,0.13,0.03,FALSE
2022,3,7,10,49,49,0.2,0.59,0.48,0.13,0.03,FALSE
2022,3,7,10,50,49,0.21,0.59,0.48,0.13,0.03,FALSE
2022,3,7,10,51,49,0.21,0.6,0.49,0.13,0.03,FALSE
2022,3,7,10,52,50,0.2,0.59,0.49,0.13,0.03,FALSE
2022,3,7,10,53,50,0.2,0.58,0.49,0.12,0.03,FALSE
2022,3,7,10,54,50,0.2,0.58,0.49,0.12,0.03,FALSE
2022,3,7,10,55,50,0.2,0.58,0.49,0.13,0.03,FALSE
2022,3,7,10,56,50,0.22,0.58,0.49,0.14,0.04,FALSE
2022,3,7,10,57,50,0.2,0.59,0.49,0.13,0.03,FALSE
2022,3,7,10,58,50,0.27,0.59,0.49,0.14,0.03,FALSE
2022,3,7,10,59,50,0.27,0.59,0.49,0.13,0.03,FALSE
2022,3,7,11,0,50,0.26,0.58,0.49,0.13,0.03,FALSE
2022,3,7,11,1,50,0.26,0.59,0.49,0.13,0.03,FALSE
2022,3,7,11,2,50,0.26,0.59,0.49,0.12,0.03,FALSE
2022,3,7,11,3,50,0.26,0.6,0.49,0.12,0.03,FALSE
2022,3,7,11,4,50,0.27,0.59,0.49,0.12,0.03,FALSE
2022,3,7,11,5,50,0.27,0.59,0.49,0.12,0.03,FALSE
2022,3,7,11,6,50,0.27,0.59,0.49,0.14,0.04,FALSE
2022,3,7,11,7,50,0.28,0.58,0.49,0.12,0.03,FALSE
2022,3,7,11,8,50,0.29,0.58,0.49,0.12,0.03,FALSE
2022,3,7,11,9,50,0.29,0.58,0.49,0.11,0.03,FALSE
2022,3,7,11,10,50,0.3,0.58,0.49,0.11,0.03,FALSE
2022,3,7,11,11,50,0.3,0.58,0.49,0.11,0.03,FALSE
2022,3,7,11,12,51,0.3,0.57,0.49,0.11,0.03,FALSE
2022,3,7,11,13,51,0.3,0.58,0.49,0.11,0.03,FALSE
2022,3,7,11,14,51,0.31,0.57,0.49,0.11,0.03,FALSE
2022,3,7,11,15,51,0.31,0.57,0.49,0.11,0.03,FALSE
2022,3,7,11,16,51,0.31,0.57,0.49,0.11,0.04,FALSE
2022,3,7,11,17,51,0.32,0.57,0.49,0.11,0.03,FALSE
2022,3,7,11,18,51,0.32,0.57,0.49,0.11,0.03,FALSE
2022,3,7,11,19,51,0.32,0.56,0.49,0.11,0.03,FALSE
2022,3,7,11,20,51,0.32,0.56,0.49,0.11,0.03,FALSE
2022,3,7,11,21,51,0.32,0.56,0.49,0.11,0.03,FALSE
2022,3,7,11,22,51,0.32,0.57,0.49,0.12,0.03,FALSE
2022,3,7,11,23,51,0.33,0.56,0.49,0.12,0.03,FALSE
2022,3,7,11,24,51,0.33,0.56,0.49,0.12,0.03,FALSE
2022,3,7,11,25,51,0.33,0.56,0.49,0.12,0.03,FALSE
2022,3,7,11,26,51,0.33,0.56,0.49,0.12,0.03,FALSE
2022,3,7,11,27,51,0.33,0.56,0.49,0.12,0.03,FALSE
2022,3,7,11,28,51,0.33,0.57,0.49,0.12,0.03,FALSE
2022,3,7,11,29,51,0.33,0.56,0.49,0.12,0.03,FALSE
2022,3,7,11,30,51,0.33,0.58,0.49,0.12,0.03,FALSE
2022,3,7,11,31,51,0.33,0.57,0.49,0.12,0.03,FALSE
2022,3,7,11,32,52,0.33,0.58,0.49,0.12,0.03,FALSE
2022,3,7,11,33,52,0.33,0.58,0.49,0.12,0.03,FALSE
2022,3,7,11,34,52,0.33,0.58,0.49,0.12,0.02,FALSE
