year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrigation
2016,3,7,2,16,23,0.2,0.4,0.32,0.11,0.02,FALSE
2016,3,7,2,17,23,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,18,23,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,19,23,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,20,24,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,21,24,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,22,24,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,23,24,0.2,0.39,0.35,0.14,0.04,FALSE
2016,3,7,2,24,24,0.2,0.41,0.32,0.11,0.02,FALSE
2016,3,7,2,25,24,0.2,0.4,0.32,0.11,0.02,FALSE
2016,3,7,2,26,24,0.2,0.4,0.32,0.11,0.02,FALSE
2016,3,7,2,27,24,0.2,0.38,0.32,0.11,0.02,FALSE
2016,3,7,2,28,24,0.2,0.37,0.32,0.11,0.02,FALSE
2016,3,7,2,29,24,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,30,24,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,31,24,0.2,0.37,0.32,0.11,0.02,FALSE
2016,3,7,2,32,24,0.2,0.38,0.32,0.11,0.02,FALSE
2016,3,7,2,33,24,0.2,0.37,0.32,0.11,0.02,FALSE
2016,3,7,2,34,25,0.2,0.37,0.32,0.11,0.02,FALSE
2016,3,7,2,35,25,0.2,0.4,0.32,0.11,0.02,FALSE
2016,3,7,2,36,25,0.2,0.4,0.32,0.11,0.02,FALSE
2016,3,7,2,37,25,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,38,25,0.2,0.41,0.32,0.11,0.02,FALSE
2016,3,7,2,39,25,0.2,0.38,0.32,0.11,0.02,FALSE
2016,3,7,2,40,25,0.2,0.38,0.32,0.11,0.02,FALSE
2016,3,7,2,41,25,0.2,0.38,0.32,0.11,0.02,FALSE
2016,3,7,2,42,25,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,43,25,0.2,0.37,0.32,0.11,0.02,FALSE
2016,3,7,2,44,25,0.2,0.44,0.34,0.14,0.04,FALSE
2016,3,7,2,45,25,0.2,0.39,0.32,0.12,0.02,FALSE
2016,3,7,2,46,25,0.2,0.39,0.32,0.12,0.02,FALSE
2016,3,7,2,47,25,0.2,0.39,0.32,0.12,0.02,FALSE
2016,3,7,2,48,25,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,49,25,0.2,0.37,0.33,0.11,0.03,FALSE
2016,3,7,2,50,25,0.2,0.39,0.32,0.11,0.02,FALSE
2016,3,7,2,51,25,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,2,52,25,0.21,0.37,0.32,0.12,0.02,FALSE
2016,3,7,2,53,25,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,2,54,26,0.21,0.39,0.32,0.12,0.02,FALSE
2016,3,7,2,55,26,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,2,56,26,0.21,0.37,0.32,0.12,0.02,FALSE
2016,3,7,2,57,26,0.21,0.37,0.32,0.12,0.02,FALSE
2016,3,7,2,58,26,0.21,0.38,0.32,0.11,0.02,FALSE
2016,3,7,2,59,26,0.21,0.39,0.32,0.11,0.02,FALSE
2016,3,7,3,0,26,0.21,0.36,0.32,0.11,0.02,FALSE
2016,3,7,3,1,26,0.21,0.39,0.32,0.12,0.02,FALSE
2016,3,7,3,2,26,0.21,0.39,0.32,0.12,0.02,FALSE
2016,3,7,3,3,26,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,4,26,0.21,0.37,0.32,0.12,0.02,FALSE
2016,3,7,3,5,26,0.21,0.39,0.35,0.15,0.03,FALSE
2016,3,7,3,6,26,0.21,0.39,0.32,0.13,0.02,FALSE
2016,3,7,3,7,26,0.21,0.39,0.32,0.13,0.02,FALSE
2016,3,7,3,8,26,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,9,26,0.21,0.37,0.32,0.12,0.02,FALSE
2016,3,7,3,10,26,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,11,26,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,12,26,0.21,0.39,0.32,0.12,0.02,FALSE
2016,3,7,3,13,26,0.21,0.38,0.32,0.13,0.02,FALSE
2016,3,7,3,14,27,0.21,0.39,0.32,0.13,0.02,FALSE
2016,3,7,3,15,27,0.21,0.39,0.32,0.13,0.02,FALSE
2016,3,7,3,16,27,0.21,0.4,0.32,0.13,0.02,FALSE
2016,3,7,3,17,27,0.21,0.38,0.32,0.13,0.02,FALSE
2016,3,7,3,18,27,0.21,0.39,0.32,0.12,0.02,FALSE
2016,3,7,3,19,27,0.2,0.38,0.32,0.13,0.02,FALSE
2016,3,7,3,20,27,0.21,0.35,0.32,0.12,0.02,FALSE
2016,3,7,3,21,27,0.21,0.35,0.32,0.13,0.02,FALSE
2016,3,7,3,22,27,0.21,0.36,0.32,0.12,0.02,FALSE
2016,3,7,3,23,27,0.2,0.38,0.32,0.13,0.02,FALSE
2016,3,7,3,24,27,0.2,0.4,0.32,0.13,0.02,FALSE
2016,3,7,3,25,27,0.2,0.38,0.32,0.13,0.02,FALSE
2016,3,7,3,26,27,0.2,0.41,0.34,0.15,0.03,FALSE
2016,3,7,3,27,27,0.21,0.4,0.32,0.12,0.02,FALSE
2016,3,7,3,28,27,0.2,0.39,0.32,0.12,0.02,FALSE
2016,3,7,3,29,27,0.21,0.38,0.32,0.13,0.02,FALSE
2016,3,7,3,30,27,0.2,0.39,0.32,0.12,0.02,FALSE
2016,3,7,3,31,27,0.2,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,32,27,0.2,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,33,27,0.21,0.38,0.32,0.12,0.02,FALSE
2016,3,7,3,34,28,0.2,0.38,0.32,0.12,0.02,FALSE
