year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrigation
2020,3,7,7,36,40,0.21,0.94,0.42,0.12,0.03,FALSE
2020,3,7,7,37,40,0.2,0.94,0.42,0.12,0.03,FALSE
2020,3,7,7,38,40,0.22,0.94,0.42,0.13,0.04,FALSE
2020,3,7,7,39,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,40,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,41,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,42,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,43,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,44,40,0.2,0.95,0.42,0.13,0.03,FALSE
2020,3,7,7,45,40,0.2,0.95,0.42,0.13,0.03,FALSE
2020,3,7,7,46,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,47,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,48,40,0.2,0.95,0.44,0.15,0.04,FALSE
2020,3,7,7,49,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,50,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,51,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,52,40,0.2,0.95,0.42,0.12,0.03,FALSE
2020,3,7,7,53,41,0.2,0.95,0.44,0.12,0.03,FALSE
2020,3,7,7,54,41,0.2,0.95,0.44,0.12,0.03,FALSE
2020,3,7,7,55,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,7,56,41,0.2,0.95,0.43,0.14,0.03,FALSE
2020,3,7,7,57,41,0.2,0.95,0.43,0.14,0.03,FALSE
2020,3,7,7,58,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,7,59,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,0,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,1,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,2,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,3,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,4,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,5,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,6,41,0.2,0.95,0.43,0.13,0.03,FALSE
2020,3,7,8,7,41,0.2,0.95,0.43,0.12,0.03,FALSE
2020,3,7,8,8,41,0.2,0.95,0.43,0.12,0.03,FALSE
2020,3,7,8,9,41,0.2,0.95,0.43,0.16,0.04,FALSE
2020,3,7,8,10,41,0.2,0.94,0.43,0.12,0.03,FALSE
2020,3,7,8,11,41,0.2,0.94,0.43,0.12,0.03,FALSE
2020,3,7,8,12,42,0.2,0.94,0.43,0.12,0.03,FALSE
2020,3,7,8,13,42,0.2,0.94,0.43,0.12,0.03,FALSE
2020,3,7,8,14,42,0.2,0.93,0.43,0.12,0.03,FALSE
2020,3,7,8,15,42,0.2,0.93,0.43,0.12,0.03,FALSE
2020,3,7,8,16,42,0.2,0.93,0.43,0.12,0.03,FALSE
2020,3,7,8,17,42,0.2,0.93,0.43,0.12,0.03,FALSE
2020,3,7,8,18,42,0.2,0.92,0.43,0.12,0.03,FALSE
2020,3,7,8,19,42,0.2,0.88,0.43,0.12,0.03,FALSE
2020,3,7,8,20,42,0.22,0.9,0.44,0.13,0.04,FALSE
2020,3,7,8,21,42,0.2,0.78,0.43,0.12,0.03,FALSE
2020,3,7,8,22,42,0.2,0.88,0.44,0.12,0.03,FALSE
2020,3,7,8,23,42,0.2,0.86,0.44,0.12,0.03,FALSE
2020,3,7,8,24,42,0.2,0.7,0.44,0.12,0.03,FALSE
2020,3,7,8,25,42,0.19,0.43,0.44,0.12,0.02,FALSE
2020,3,7,8,26,42,0.19,0.53,0.44,0.13,0.03,FALSE
2020,3,7,8,27,42,0.2,0.83,0.45,0.13,0.03,FALSE
2020,3,7,8,28,42,0.2,0.55,0.44,0.13,0.03,FALSE
2020,3,7,8,29,42,0.2,0.57,0.44,0.13,0.03,FALSE
2020,3,7,8,30,42,0.2,0.57,0.46,0.15,0.04,FALSE
2020,3,7,8,31,42,0.2,0.58,0.45,0.12,0.03,FALSE
2020,3,7,8,32,43,0.2,0.58,0.45,0.12,0.03,FALSE
2020,3,7,8,33,43,0.2,0.59,0.45,0.12,0.03,FALSE
2020,3,7,8,34,43,0.2,0.58,0.45,0.12,0.03,FALSE
2020,3,7,8,35,43,0.2,0.59,0.45,0.12,0.03,FALSE
2020,3,7,8,36,43,0.2,0.59,0.47,0.11,0.03,FALSE
2020,3,7,8,37,43,0.2,0.59,0.48,0.11,0.03,FALSE
2020,3,7,8,38,43,0.2,0.59,0.48,0.12,0.03,FALSE
2020,3,7,8,39,43,0.2,0.59,0.49,0.12,0.03,FALSE
2020,3,7,8,40,43,0.2,0.59,0.49,0.12,0.03,FALSE
2020,3,7,8,41,43,0.2,0.57,0.49,0.12,0.03,FALSE
2020,3,7,8,42,43,0.19,0.51,0.49,0.12,0.02,FALSE
2020,3,7,8,43,43,0.2,0.57,0.49,0.12,0.03,FALSE
2020,3,7,8,44,43,0.19,0.53,0.48,0.12,0.02,FALSE
2020,3,7,8,45,43,0.2,0.57,0.47,0.12,0.03,FALSE
2020,3,7,8,46,43,0.2,0.55,0.47,0.12,0.03,FALSE
2020,3,7,8,47,43,0.19,0.52,0.47,0.12,0.02,FALSE
2020,3,7,8,48,43,0.2,0.56,0.47,0.13,0.03,FALSE
2020,3,7,8,49,43,0.2,0.57,0.47,0.13,0.03,FALSE
2020,3,7,8,50,43,0.2,0.56,0.46,0.13,0.03,FALSE
2020,3,7,8,51,43,0.2,0.6,0.47,0.16,0.04,FALSE
2020,3,7,8,52,44,0.2,0.57,0.46,0.13,0.03,FALSE
2020,3,7,8,53,44,0.2,0.59,0.46,0.13,0.03,FALSE
2020,3,7,8,54,44,0.2,0.59,0.49,0.13,0.03,FALSE
